Region,Depth,Oil_Production_Rate,Extraction_Method,Water_Cut,Flaring_Emissions_MtCO2,Venting_Emissions_MtCO2,Methane_Emissions_MtCO2e
south america,4546.36,3281.73,steam injection,97.04,7.1,0.41,1.72
south america,3646.91,2171130.27,water flooding,81.86,8.09,2.81,0.43
africa,2704.34,4411.0,steam injection,17.34,5.09,1.77,9.31
europe,2190.62,661.37,natural lift,52.32,3.49,4.33,2.54
south america,2255.67,2886.59,natural lift,22.34,0.09,3.79,5.06
middle east,4378.75,3750483.33,fracking,25.39,1.06,3.68,8.43
africa,1872.36,1756.62,steam injection,88.68,9.48,1.94,9.84
middle east,1110.5,3049527.29,steam injection,8.73,4.47,2.03,3.11
south america,2512.45,2993.38,steam injection,89.77,1.53,0.2,9.58
south america,3012.7,2847680.21,fracking,34.39,3.8,2.65,0.36
middle east,2070.0,1208308.65,natural lift,38.77,1.39,1.85,7.96
europe,3746.79,4353.82,natural lift,78.5,8.73,1.86,3.42
asia,3861.06,1459482.66,fracking,90.5,0.45,2.24,5.73
north america,4746.06,2570.06,steam injection,30.19,5.99,3.33,1.31
africa,3442.63,828.3,natural lift,90.37,5.28,3.21,5.43
asia,3888.9,309.94,fracking,85.35,6.84,3.12,2.48
middle east,639.03,3408.06,steam injection,56.14,5.67,2.41,2.79
asia,3386.17,4821.12,steam injection,98.9,3.22,2.41,3.47
south america,4256.92,1351.25,natural lift,46.99,6.47,0.35,7.35
south america,1162.91,2525104.7,steam injection,83.64,4.42,1.03,0.74
middle east,2438.74,4937205.63,natural lift,78.83,2.85,1.24,9.95
asia,2270.97,1298.82,steam injection,39.64,2.16,0.64,2.04
south america,1951.34,2610.43,fracking,82.02,4.88,1.34,3.22
middle east,1176.61,4134.17,steam injection,35.12,7.72,0.11,8.75
asia,4173.45,2617417.19,fracking,53.83,8.43,4.95,1.98
north america,3518.32,2763.86,fracking,73.36,2.68,2.86,6.91
south america,3126.56,1931300.31,steam injection,50.53,2.3,3.79,2.25
asia,3790.89,4026829.24,fracking,77.72,5.59,2.46,3.24
asia,1368.96,2557048.49,steam injection,63.8,4.4,4.09,7.46
middle east,4284.88,322409.58,steam injection,39.92,7.85,3.25,9.15
asia,967.36,310.3,steam injection,46.63,1.48,2.02,3.66
middle east,4631.94,1473.78,fracking,39.55,5.91,3.22,0.11
africa,4598.31,4990.52,fracking,26.12,1.29,0.26,3.08
asia,1290.42,3575.9,steam injection,10.56,8.31,1.78,3.71
africa,4214.59,110489.83,steam injection,85.47,3.27,1.84,5.58
north america,1247.93,4318.96,fracking,51.87,8.66,2.73,6.74
middle east,4008.73,2490.38,water flooding,31.3,7.2,3.25,2.95
north america,1105.2,2700.13,water flooding,30.74,1.89,2.74,8.43
asia,3155.32,1530967.12,water flooding,83.41,9.17,4.58,2.19
europe,2695.2,237.6,natural lift,38.34,4.87,1.25,4.29
north america,3878.31,4148216.43,natural lift,24.57,6.82,1.82,3.48
south america,3264.71,3901298.18,water flooding,81.42,7.19,0.55,3.64
asia,2018.48,3692278.15,steam injection,81.93,0.92,1.12,1.2
asia,3500.42,385.81,steam injection,57.73,6.07,3.12,3.71
middle east,4557.5,1462198.31,water flooding,57.23,4.36,0.14,2.58
south america,4905.17,936.78,water flooding,39.94,2.46,0.97,6.4
africa,699.38,3196.04,fracking,82.25,0.18,0.21,7.9
north america,3626.13,3676470.91,natural lift,9.66,9.76,2.67,2.57
middle east,4106.95,1465243.5,natural lift,61.13,4.39,3.11,4.11
europe,4285.94,1847.83,fracking,47.16,1.85,0.12,0.03
africa,4521.23,280276.58,water flooding,7.55,5.49,2.14,4.96
europe,2092.6,2326.64,fracking,87.24,8.09,1.66,2.44
africa,3135.93,2879553.14,natural lift,92.25,0.52,4.48,1.82
middle east,4089.09,4035.04,steam injection,74.82,6.24,4.79,9.6
north america,4445.65,1089953.55,water flooding,64.18,3.45,0.72,2.1
africa,3527.76,4999.43,steam injection,68.61,7.13,4.11,0.26
asia,2959.86,183126.62,water flooding,60.87,0.98,4.44,9.1
europe,2129.85,2491295.64,steam injection,12.06,4.61,0.13,3.66
europe,4287.48,1667326.05,water flooding,15.55,5.68,3.44,1.8
africa,4309.61,4889935.37,water flooding,64.45,3.74,0.48,6.26
europe,4003.8,1376800.04,water flooding,51.32,8.27,3.55,0.72
europe,684.21,1593.4,fracking,38.99,7.43,4.07,7.14
africa,2024.25,797625.24,water flooding,46.01,3.65,2.34,0.7
europe,1855.33,2838.51,natural lift,31.72,9.74,2.47,9.2
south america,3168.02,2734.05,fracking,51.99,3.82,4.98,5.65
middle east,1883.64,855458.74,steam injection,79.42,5.37,2.61,7.17
south america,4913.58,1938.1,water flooding,66.82,3.06,0.8,3.71
south america,3428.79,4804247.41,steam injection,45.92,4.21,1.28,1.23
north america,644.1,1811.58,steam injection,16.67,6.4,2.45,0.6
middle east,1289.12,2654.58,water flooding,16.21,4.38,0.79,1.46
europe,2374.75,4929757.46,fracking,81.68,2.0,0.4,5.84
asia,4558.81,3123320.86,water flooding,94.07,9.26,4.86,6.05
middle east,3596.32,2881.19,fracking,96.52,2.38,1.91,4.15
africa,3942.82,3011946.76,water flooding,71.85,4.23,0.95,5.69
europe,4087.15,3266020.17,water flooding,56.3,1.6,2.05,2.77
north america,2145.76,4682.09,water flooding,85.48,7.22,1.61,9.56
africa,4778.33,3957711.96,fracking,92.26,1.47,0.05,8.1
north america,4172.35,1456.55,steam injection,13.83,4.48,0.24,8.17
north america,4334.71,3174092.59,steam injection,54.21,3.73,2.96,5.73
europe,2033.86,718.16,water flooding,83.72,4.59,1.67,1.16
north america,1615.76,3080.37,water flooding,96.99,5.75,3.57,0.7
asia,2029.06,1219669.73,fracking,97.56,5.87,3.73,5.15
europe,788.97,4866.96,water flooding,42.77,9.58,3.16,8.14
north america,1943.8,3881.02,fracking,88.94,4.45,3.09,6.37
south america,2819.23,1290.01,water flooding,13.83,5.76,4.43,2.04
europe,3849.73,3744826.28,fracking,34.76,1.81,4.08,4.91
africa,1098.67,4081.92,steam injection,55.36,5.56,3.44,3.9
south america,4739.98,3333.11,steam injection,86.2,8.07,1.5,9.31
africa,2115.95,419262.1,steam injection,80.74,7.18,0.74,9.06
africa,758.19,3798675.62,steam injection,56.54,3.04,4.39,6.47
south america,1394.76,1823161.51,water flooding,76.1,3.61,0.93,5.21
asia,4612.83,2164956.7,water flooding,37.55,3.77,2.22,6.01
north america,4687.89,3764909.3,steam injection,81.64,8.56,2.27,1.75
middle east,784.07,2160.23,natural lift,70.8,2.17,0.92,8.09
africa,4880.23,3073.29,water flooding,30.07,2.11,1.94,3.74
asia,3311.12,1528810.6,water flooding,44.94,4.63,1.44,1.3
middle east,3758.46,1178900.74,steam injection,53.05,0.95,4.89,9.84
africa,2897.45,4274.98,steam injection,74.64,6.41,0.56,5.1
asia,3490.49,1344.38,water flooding,90.65,5.64,4.31,5.29
middle east,3999.99,890.76,steam injection,93.62,8.14,0.84,0.22
middle east,1622.63,3510.32,steam injection,37.84,4.61,3.75,4.92
middle east,3420.55,1797.18,fracking,83.28,8.3,2.67,3.9
north america,3684.03,4479508.15,water flooding,36.84,8.33,3.98,7.38
middle east,561.81,2034.47,natural lift,70.31,4.57,0.9,3.78
asia,2280.85,303.16,water flooding,92.11,0.49,0.9,9.79
south america,4747.79,1938.61,natural lift,30.2,9.9,2.55,2.08
south america,2313.07,2904641.9,water flooding,97.38,1.18,4.64,1.19
north america,3756.29,2503.06,steam injection,27.37,1.25,3.57,3.94
europe,4207.88,2025214.81,fracking,53.1,1.3,2.67,5.5
middle east,3087.92,2007500.15,fracking,12.83,1.71,0.38,9.94
asia,4638.81,287798.55,fracking,18.56,1.84,4.17,6.59
south america,3944.12,1781181.77,water flooding,41.95,4.13,2.82,8.63
asia,1785.28,597988.63,steam injection,0.45,9.28,2.84,3.39
middle east,897.94,1466055.58,natural lift,76.7,8.14,2.11,6.93
north america,3622.04,2795323.98,water flooding,47.24,4.19,2.8,5.23
africa,1862.42,1823.07,steam injection,66.1,0.61,0.35,5.82
europe,2719.39,4444400.21,steam injection,79.63,3.32,1.64,5.96
middle east,3763.98,1351339.18,water flooding,46.1,3.83,3.67,0.9
europe,3800.68,579786.29,natural lift,9.67,2.57,4.29,1.14
south america,2573.89,1639.5,natural lift,62.35,2.46,2.79,3.55
south america,810.51,1130434.76,natural lift,30.17,1.53,0.53,3.15
south america,1997.03,4469.62,fracking,24.63,4.39,3.06,2.33
north america,2585.3,2102.57,steam injection,97.53,6.06,1.75,8.78
africa,3360.66,1127.29,fracking,8.25,6.7,0.42,2.07
africa,4613.82,3262.67,natural lift,53.81,9.86,4.9,3.04
africa,947.44,1576164.93,water flooding,50.48,8.45,0.27,6.66
asia,565.49,2591.9,fracking,42.52,3.82,4.21,5.29
asia,3843.61,2953592.48,steam injection,63.68,0.11,2.03,7.02
europe,3856.28,3223536.65,steam injection,18.45,9.2,4.12,4.44
africa,4588.25,991847.44,natural lift,41.99,1.45,1.09,5.47
north america,3017.76,355761.94,fracking,31.91,5.82,2.64,1.39
south america,3195.84,3357500.93,steam injection,79.64,1.17,2.72,2.15
africa,3450.74,813.65,water flooding,15.41,7.87,1.76,5.29
asia,1936.29,3550397.85,natural lift,79.14,0.9,1.02,1.03
middle east,3099.64,3055.64,natural lift,57.5,8.94,3.62,6.85
north america,3553.45,996089.75,fracking,45.92,8.03,0.45,7.28
south america,2398.34,3698.9,water flooding,38.42,3.66,0.05,3.63
south america,3293.79,4152.94,fracking,22.13,7.07,1.61,4.15
europe,509.22,4989.49,steam injection,74.59,0.28,4.84,3.17
asia,707.15,3845.51,fracking,55.72,6.34,1.99,9.35
south america,2400.23,1536.48,fracking,61.53,8.77,2.52,7.94
asia,1551.51,4276160.35,water flooding,79.19,6.93,3.94,4.94
europe,4633.39,2748.86,fracking,15.35,3.68,4.58,4.96
north america,1524.95,4857.37,water flooding,59.62,4.58,4.44,8.07
europe,3055.1,1745363.97,water flooding,26.49,2.86,0.73,7.62
africa,2898.2,3860.84,natural lift,13.65,7.12,4.26,2.15
europe,4616.42,635.93,fracking,34.46,0.98,1.83,9.08
middle east,578.56,4790.01,fracking,9.85,1.15,4.67,8.34
south america,4210.92,1485244.9,water flooding,23.69,6.04,0.28,8.23
europe,1677.28,3862382.28,water flooding,7.96,0.93,0.68,2.83
asia,2691.24,4333230.06,fracking,1.18,5.46,3.0,6.73
middle east,4020.06,4563771.62,fracking,38.94,7.17,2.88,8.5
europe,2865.48,4796.96,water flooding,94.95,7.94,2.49,7.68
asia,3767.11,1798904.06,fracking,75.67,4.2,3.83,7.41
south america,545.5,4794.71,fracking,89.05,8.73,3.21,7.32
europe,4782.46,2913.15,water flooding,42.24,8.65,2.31,2.53
europe,2110.5,1607.91,fracking,13.06,9.03,2.5,4.48
africa,3290.74,2742.24,fracking,23.39,8.37,2.38,2.05
europe,2685.79,1859763.69,fracking,45.06,6.85,1.86,3.95
africa,3578.94,350.75,natural lift,25.38,7.85,4.41,1.5
south america,2426.51,3215754.86,steam injection,77.13,9.07,2.17,8.4
south america,3522.34,4146239.64,fracking,3.46,9.6,2.51,5.45
africa,2643.57,1266.36,steam injection,40.77,8.27,3.3,8.42
africa,1029.16,1605643.05,steam injection,43.45,3.56,4.47,8.93
north america,2822.2,830576.93,fracking,94.81,6.74,0.12,5.67
africa,4990.58,614789.63,steam injection,86.4,8.85,4.72,9.35
south america,3147.82,4736437.14,steam injection,56.81,1.77,1.5,7.42
middle east,4676.13,1703.8,steam injection,46.41,4.1,3.71,9.13
europe,1428.23,3492.73,fracking,61.44,0.91,0.96,3.36
asia,745.34,1376749.55,natural lift,3.38,5.71,1.02,9.51
africa,1008.9,4435.01,steam injection,68.63,7.76,4.82,7.8
asia,1228.0,4368914.48,fracking,75.73,3.43,3.95,0.71
south america,1367.73,2781704.93,fracking,95.19,1.87,0.91,7.69
south america,4097.4,2532168.11,water flooding,57.9,7.34,4.89,5.12
north america,1885.22,3657573.01,water flooding,66.94,6.48,2.11,5.9
south america,638.26,1825.14,steam injection,98.15,1.3,0.08,6.96
asia,4987.57,4456.11,water flooding,17.05,8.71,3.39,2.7
south america,1464.96,2953.24,steam injection,28.21,3.83,3.52,8.73
south america,3098.81,1593.53,fracking,22.57,6.82,0.09,0.88
middle east,1480.21,4694878.52,natural lift,99.76,8.44,0.92,9.44
europe,4542.6,2055462.27,fracking,99.3,5.06,1.35,6.64
south america,3094.93,2100525.31,fracking,59.07,7.19,3.98,5.25
north america,1535.46,3740013.81,fracking,96.96,8.49,0.8,3.6
middle east,1774.44,4883.77,water flooding,76.88,9.7,3.56,4.83
europe,2935.24,2659033.78,water flooding,16.88,0.48,2.95,1.85
asia,805.89,4038.6,fracking,8.41,9.97,2.23,7.35
north america,1714.58,3308.77,fracking,28.94,3.94,3.78,6.37
north america,869.33,2617.89,water flooding,47.84,2.69,4.43,6.8
north america,2374.04,1763732.76,water flooding,12.07,8.65,2.49,9.93
africa,4891.1,1587.13,steam injection,74.42,3.35,0.19,1.09
south america,2006.54,3468626.52,natural lift,43.31,9.0,0.61,9.26
europe,3514.57,1738802.35,water flooding,46.04,5.15,2.75,2.07
europe,3406.44,4397232.97,natural lift,3.51,5.47,0.25,3.71
south america,1532.66,2827270.58,natural lift,85.6,8.42,4.13,9.73
asia,2028.62,3049612.12,steam injection,20.3,1.1,2.38,8.17
south america,1134.71,3227421.96,water flooding,29.24,9.44,0.02,0.28
middle east,4991.71,3752302.99,fracking,62.17,8.55,0.53,7.69
north america,3339.29,4512.58,natural lift,97.92,6.8,4.88,6.91
north america,4742.54,189287.93,fracking,59.26,4.8,3.17,1.9
africa,1109.7,4605.22,natural lift,5.19,4.92,3.46,1.03
asia,3943.44,2920530.01,steam injection,69.83,8.89,2.36,1.47
europe,3902.7,2724.51,fracking,28.29,3.21,3.56,2.69
north america,1079.07,4288.74,natural lift,55.56,9.36,0.94,8.11
south america,4328.1,4489311.29,natural lift,17.74,6.09,1.18,5.13
north america,4620.18,423003.81,natural lift,1.5,6.56,1.58,7.09
asia,2170.63,3250709.19,natural lift,61.48,0.01,4.97,2.96
asia,1888.97,3163.6,fracking,91.73,5.89,0.81,9.36
middle east,1175.53,1048194.74,steam injection,54.8,9.14,4.75,7.91
africa,3978.19,839399.67,natural lift,69.75,7.67,4.7,2.45
asia,1593.33,252.67,steam injection,42.74,7.45,3.09,1.98
middle east,847.72,794797.16,fracking,18.84,5.56,1.22,6.8
africa,3340.43,1406.52,fracking,81.71,8.08,1.89,3.66
asia,1488.9,1624.73,natural lift,33.4,7.55,1.82,3.45
asia,1603.58,3594.68,water flooding,0.85,3.52,0.99,3.14
asia,2242.53,807.3,fracking,46.89,7.82,3.25,7.06
middle east,1640.46,3857.71,water flooding,26.58,9.01,3.35,8.73
europe,4047.4,1748557.48,fracking,63.17,8.79,2.22,4.55
europe,4293.02,2530.49,steam injection,98.09,0.36,4.43,5.15
africa,1604.36,1603.13,fracking,89.03,0.59,0.39,9.47
asia,1920.35,4594.98,fracking,6.19,4.1,3.89,4.86
africa,4410.33,1391.65,fracking,31.22,8.83,3.3,9.49
europe,3028.86,2443.88,fracking,9.33,2.71,4.06,3.54
north america,2172.04,681.3,steam injection,34.81,7.46,4.37,5.9
north america,3690.55,399463.91,fracking,46.79,4.89,2.72,8.17
africa,1005.92,4227.15,natural lift,99.27,9.38,2.74,6.18
south america,735.71,4337645.28,natural lift,41.51,9.56,3.59,7.68
middle east,3875.83,3344.18,steam injection,88.17,4.68,0.34,4.09
middle east,3321.6,754009.28,water flooding,41.86,5.72,1.98,1.91
europe,3830.06,4409.01,natural lift,51.0,1.64,1.8,7.57
middle east,4780.03,2114343.41,natural lift,85.64,9.52,0.02,9.3
asia,4491.52,788793.64,steam injection,74.38,6.39,3.41,6.02
middle east,2632.06,276046.98,water flooding,36.95,5.4,2.67,4.47
asia,2807.44,4659.04,fracking,57.28,4.99,4.07,8.26
north america,3643.01,4828.2,fracking,27.55,8.77,2.97,3.49
africa,3514.13,4931393.2,steam injection,11.35,2.09,1.34,7.46
africa,3246.07,3332381.49,natural lift,20.87,4.79,2.71,2.22
europe,3406.25,298.98,steam injection,27.33,8.49,2.04,4.12
middle east,853.72,3204356.45,steam injection,14.8,0.05,0.16,8.64
africa,4592.33,2196777.87,steam injection,38.78,9.57,3.3,7.79
asia,893.03,2469.95,steam injection,87.99,5.03,1.36,8.6
europe,2427.29,4127.88,water flooding,18.24,0.49,2.61,6.77
europe,4502.01,4904845.3,natural lift,54.75,5.46,4.31,8.69
south america,3736.82,851124.37,steam injection,2.08,3.68,4.43,5.01
asia,1369.42,2723432.37,natural lift,10.27,3.62,3.62,5.6
north america,2441.65,1850.02,steam injection,14.34,3.27,0.86,4.75
africa,2981.18,888.99,natural lift,73.97,6.24,3.11,7.28
north america,1932.34,4593.34,steam injection,88.89,7.39,3.75,1.25
middle east,1656.86,4938.75,fracking,60.16,3.87,0.23,7.62
asia,4795.19,4686.05,water flooding,82.07,2.33,0.18,9.07
north america,3404.51,2253.56,natural lift,83.49,2.35,4.51,2.9
europe,1908.67,2647512.96,steam injection,49.88,3.42,1.71,0.38
middle east,2531.83,4799.75,steam injection,67.75,6.18,4.1,9.68
africa,3776.95,320.63,steam injection,66.35,2.08,0.98,6.3
europe,2256.12,4412.69,steam injection,83.25,7.36,0.33,4.66
africa,3760.7,1619636.13,water flooding,80.3,0.51,4.03,0.62
north america,3776.53,1796919.57,steam injection,96.76,6.05,0.21,3.34
middle east,519.31,3585.83,steam injection,42.79,2.05,1.89,0.94
asia,2395.85,3471.01,water flooding,24.21,7.27,0.02,1.72
south america,2746.62,3789.59,natural lift,20.78,8.13,3.44,1.83
middle east,2891.04,4825.06,water flooding,53.18,5.5,3.38,1.61
africa,4117.77,1408.96,steam injection,12.29,1.67,1.37,6.93
north america,681.17,1626.98,natural lift,87.34,3.73,4.1,8.62
europe,2362.42,460.65,water flooding,5.55,0.72,2.07,0.96
north america,2345.71,2755628.33,steam injection,92.41,3.5,4.45,6.44
south america,2084.53,1310.9,water flooding,87.94,5.71,3.09,2.25
north america,2880.2,4898146.9,natural lift,21.85,2.18,2.06,3.16
asia,3650.14,67.3,steam injection,85.91,5.99,1.3,5.26
africa,2542.46,674.95,natural lift,60.53,7.5,1.92,1.96
asia,4681.5,1179.28,natural lift,60.73,4.3,1.5,2.24
south america,3746.0,2517216.35,steam injection,68.64,8.96,2.71,5.47
africa,2777.52,2739.35,fracking,5.13,4.13,4.49,2.02
europe,3800.37,2297191.81,steam injection,12.66,7.86,2.56,2.34
north america,1348.91,1079383.8,natural lift,86.02,5.18,1.32,7.28
north america,1369.97,539124.93,fracking,3.85,9.89,4.22,3.63
middle east,1085.43,4411236.94,fracking,72.0,3.51,1.74,9.2
north america,3988.4,868171.6,natural lift,45.06,7.89,1.04,8.57
europe,746.26,3292.08,natural lift,33.09,7.54,1.42,5.54
europe,1076.55,1972.15,fracking,80.11,2.72,1.95,4.25
africa,4140.39,2172.54,steam injection,24.68,3.03,3.51,9.94
south america,1878.55,2637341.73,natural lift,10.33,4.43,0.1,8.04
europe,2341.96,217540.63,steam injection,7.73,5.88,3.95,1.23
south america,4663.12,2637.63,fracking,23.02,5.82,2.45,6.91
africa,1061.45,248861.53,steam injection,59.49,4.28,3.33,3.35
africa,975.6,3184.48,natural lift,95.56,5.76,4.11,3.75
europe,2171.52,1246.11,fracking,35.55,3.61,2.09,7.3
asia,581.88,4024.95,steam injection,33.95,0.11,0.41,8.4
middle east,2055.46,3352210.29,natural lift,30.63,4.75,4.32,0.83
north america,4887.93,834769.19,steam injection,94.42,7.7,0.83,6.59
asia,4434.37,4821.92,fracking,47.23,1.42,2.68,6.05
asia,3777.25,2317663.23,natural lift,79.75,2.12,2.66,5.49
north america,2128.04,378.68,natural lift,10.93,2.57,0.04,3.36
north america,1452.21,3249065.6,fracking,44.09,4.67,3.88,7.9
europe,872.81,2847066.19,natural lift,87.26,2.92,3.71,0.8
europe,3897.48,4458.0,steam injection,32.31,5.0,2.49,0.64
north america,2098.91,2538318.62,steam injection,78.87,2.94,4.8,5.89
south america,3811.88,282.15,fracking,40.99,3.31,2.39,3.45
africa,624.72,4211.69,water flooding,15.68,8.72,0.17,6.52
europe,2379.57,428138.51,fracking,54.75,10.0,1.65,5.26
europe,2457.73,3560425.02,fracking,94.49,6.42,3.86,9.81
asia,2416.43,773.61,fracking,45.01,2.19,2.07,5.62
north america,2183.82,861090.44,steam injection,96.48,4.97,0.24,1.59
africa,3987.85,2686627.91,natural lift,90.64,5.43,3.48,3.42
north america,2995.4,3983544.23,water flooding,79.33,1.7,1.51,8.48
asia,922.39,2011481.97,natural lift,49.87,8.48,3.0,9.09
middle east,3816.3,3014665.61,fracking,84.77,0.67,4.24,9.34
africa,1799.29,3429384.1,fracking,77.26,2.17,3.76,0.7
africa,3866.03,290344.88,steam injection,51.09,1.03,1.15,5.45
north america,1255.22,3539.08,natural lift,16.12,8.6,4.91,9.43
south america,1242.45,4540344.25,water flooding,54.94,0.75,1.24,5.77
europe,4559.69,2764.33,fracking,22.37,3.63,1.73,9.26
north america,938.59,1421053.01,water flooding,16.97,4.16,0.09,1.94
europe,1728.44,3766.15,natural lift,85.99,7.55,4.81,2.03
europe,2775.27,4961.57,natural lift,38.07,3.57,3.06,1.68
asia,683.9,4100.94,fracking,84.26,3.87,2.47,9.61
africa,3197.68,1064.71,fracking,47.48,5.35,1.28,6.43
south america,4525.59,3790.47,steam injection,46.59,6.61,3.91,3.14
africa,4764.53,376.16,natural lift,35.55,0.7,1.32,6.16
asia,1637.14,4793.84,water flooding,67.92,2.42,1.5,8.69
asia,821.44,1703478.7,water flooding,20.75,6.5,1.83,9.77
asia,4847.16,1582256.93,fracking,37.53,3.0,2.8,8.14
south america,745.24,889.75,water flooding,4.52,3.03,2.22,0.59
europe,2137.06,1570.09,natural lift,93.6,8.96,2.1,3.13
europe,3209.92,3300.07,steam injection,20.27,0.97,2.45,5.27
north america,2604.8,4795.04,steam injection,45.12,3.61,2.86,5.34
north america,4283.64,1389.91,water flooding,67.73,6.79,1.06,0.24
